Num_ID	Leaf	Num_ID.x	Directory	GSL_Plates_Run	GSL_Plate	HPLC_PlatePosition	HPLC_Plate	HPLC_Col	HPLC_Row	Plate_Pos	Exp_Tray.x	Geno1	Surface1	Iso1	Treatment	X3MSO	Q3MSO	X4MSO	Q4MSO	X5MSO	Q5MSO	X7MSO	Q7MSO	X4MT	Q4MT	X8MSO	Q8MSO	I3M	QI3M	X4MI3M	Q4MI3M	X6MSO	Q6MSO	X4OHI3M	Q_4OHI3M	P3m_like	QL_3MSO	QL_4MSO	QL_5MSO	QL_6MSO	QL_7MSO	QL_4MT	QL_8MSO	QL_I3M	QL_4MI3M	QL_4OHI3M	Num_ID.y	Genotype	IsoSur	Isolate	Surface	Image	Exp_Tray.y	Image_Num	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw	LEFcm	LEScm	RemainLFcm	LESPropcm	LEFYlwcm	LEFGrncm	LesPercm
177	T16-tgg12-D-01_03_04	353	CC_JAN292019-1FE-3901.D	P12P13	P12	P1-F-05	P1	F	5	GSL_P12-F-5	T16	tgg12	D	01_03_04	Treatment	132.82843	0.000639278	1044.88635	0.003698574	54.28829	0.000182573	40.85013	0.000169248	12.29587	4.19E-05	80.55287	0.000333742	961.83099	0.001098997	214.92506	0.000211703	0	0	0	0	14.17503	0.005114225	0.029588592	0.001460585	0	0.001353984	0.00033517	0.002669938	0.008791974	0.001693624	0	67	tgg12	01_03_04-D	01_03_04	Down	T16_IMG_4110	T16	4110	832.4445322	1875.181208	62.95896468	0.568076403	-0.148694452	2533	171	28.12176319	2.589235242	23.57953477	2533	25466	0.099465955	2696	19859	0	1658	3.200597237	0.318350459	2.882246778	1.25E-05	2.495902793	0.338836494	1.917040359
178	T16-tgg12-D-01_05_24	331	CC_JAN292019-1DG-5301.D	P12P13	P12	P1-D-07	P1	D	7	GSL_P12-D-7	T16	tgg12	D	01_05_24	Treatment	68.03646	0.000327447	430.49496	0.001523819	33.08029	0.00011125	28.42007	0.000117748	0	0	56.08229	0.000232357	381.53857	0.000435949	170.14041	0.00016759	0	0	0	0	16.57116	0.002619573	0.01219055	0.00089	0	0.000941988	0	0.001858857	0.003487595	0.001340718	0	65	tgg12	01_05_24-D	01_05_24	Down	T16_IMG_4110	T16	4110	1671.704604	1824.003315	63.12211964	0.482229107	0.515822893	2715	177	29.0467201	2.070051957	25.59986756	2715	22621	0.120021219	2697	15602	0	718	2.843034246	0.341224436	2.501809809	1.51E-05	1.960877959	0.338962175	1.984304933
179	T16-tgg12-D-02_04_20	309	CC_JAN292019-1BI-6701.D	P12P13	P12	P1-B-09	P1	B	9	GSL_P12-B-9	T16	tgg12	D	02_04_20	Treatment	134.16901	0.00064573	981.7547	0.003475107	46.4325	0.000156154	26.16081	0.000108388	0	0	67.5045	0.000279681	716.4552	0.000818628	327.92053	0.000323004	0	0	0	0	20.28109	0.00516584	0.02780086	0.001249231	0	0.000867104	0	0.002237448	0.006549025	0.002584035	0	61	tgg12	02_04_20-D	02_04_20	Down	T16_IMG_4110	T16	4110	2495.910779	1816.672338	127.6903962	0.788687108	-0.129752925	7700	323	50.97853055	10.2812547	36.16177649	7700	21352	0.360621956	1353	10960	98	1970	2.683544813	0.967745179	1.715799634	4.53E-05	1.377465865	0.170046653	3.621076233
180	T16-tgg12-D-Ctrl	382	CC_JAN292019-1HJ-8101.D	P12P13	P12	P1-H-10	P1	H	10	GSL_P12-H-10	T16	tgg12	D	Ctrl	Control	258.88516	0.001245965	2464.20435	0.00872252	76.20163	0.000256268	37.57787	0.000155691	49.26338	0.000167857	207.41907	0.000859367	1032.87378	0.001180171	284.33298	0.00028007	0	0	0	0	0	0.009967722	0.06978016	0.002050147	0	0.001245525	0.001342857	0.006874939	0.009441367	0.002240562	0	62	tgg12	Ctrl-D	Ctrl	Down	T16_IMG_4110	T16	4110	3278	1800	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	18834	0.004725496	3756	14796	0	3	2.367079571	0.011185626	2.355893945	5.94E-07	1.859578918	0.472058557	0.313901345
181	T16-tgg12-D-KernB1	372	CC_JAN292019-1GL-9601.D	P12P13	P12	P1-G-12	P1	G	12	GSL_P12-G-12	T16	tgg12	D	KernB1	Treatment	218.12172	0.001049779	1826.16211	0.006464048	70.54749	0.000237253	43.09349	0.000178543	23.14272	7.89E-05	140.64546	0.000582715	994.64307	0.001136488	249.63567	0.000245893	13.23032	4.97E-05	0	0	9.23254	0.008398228	0.051712385	0.001898027	0.000397423	0.001428341	0.000630841	0.004661717	0.009091905	0.001967145	0	64	tgg12	KernB1-D	KernB1	Down	T16_IMG_4110	T16	4110	3968.50508	1861.519594	45.8803027	0.540301553	0.070262568	1378	124	20.53576639	1.723612255	17.96852557	1378	21731	0.063411716	4149	14757	0	567	2.731177985	0.173188683	2.557989302	7.97E-06	1.854677351	0.521451266	1.390134529
182	T16-tgg12-U-01_03_04	364	CC_JAN292019-1GD-3201.D	P12P13	P12	P1-G-04	P1	G	4	GSL_P12-G-4	T16	tgg12	U	01_03_04	Treatment	150.3418	0.000723567	1381.44165	0.004889875	59.42125	0.000199835	35.42062	0.000146753	35.60944	0.000121333	131.0015	0.000542758	1185.495	0.001354557	266.98935	0.000262987	13.48057	5.06E-05	0	0	8.53116	0.005788533	0.039119004	0.001598684	0.00040494	0.001174022	0.000970668	0.004342066	0.010836458	0.002103894	0	70	tgg12	01_03_04-U	01_03_04	Up	T16_IMG_4110	T16	4110	362.7180277	1849.38829	30.0774654	0.387095841	0.965376031	649	84	13.9055113	0.863809002	12.11886051	649	21363	0.030379628	15613	5079	0	391	2.684927306	0.081567094	2.603360212	3.82E-06	0.638334774	1.962260452	0.941704036
183	T16-tgg12-U-01_05_24	342	CC_JAN292019-1EF-4601.D	P12P13	P12	P1-E-06	P1	E	6	GSL_P12-E-6	T16	tgg12	U	01_05_24	Treatment	113.01804	0.000543934	891.35822	0.003155132	52.51788	0.000176619	38.48801	0.000159461	27.20971	9.27E-05	121.8089	0.000504672	901.43524	0.001029988	610.19727	0.000601049	0	0	0	0	12.10083	0.004351475	0.025241056	0.001412954	0	0.001275691	0.000741702	0.004037376	0.008239904	0.004808394	0	63	tgg12	01_05_24-U	01_05_24	Up	T16_IMG_4110	T16	4110	1274.785816	1820.928723	64.18754538	0.472147213	-0.320769891	2820	182	29.59718352	2.157535239	25.72615956	2820	25696	0.109744707	11032	11504	0	797	3.229503911	0.354420962	2.87508295	1.38E-05	1.445836433	1.386514911	2.040358744
184	T16-tgg12-U-02_04_20	320	CC_JAN292019-1CH-6001.D	P12P13	P12	P1-C-08	P1	C	8	GSL_P12-C-8	T16	tgg12	U	02_04_20	Treatment	120.60318	0.00058044	980.12775	0.003469349	45.75958	0.000153891	25.5734	0.000105954	29.91066	0.000101916	93.54243	0.00038756	1003.58282	0.001146703	485.57324	0.000478294	0	0	0	0	10.51868	0.004643522	0.027754789	0.001231127	0	0.000847635	0.000815326	0.003100479	0.009173622	0.003826349	0	66	tgg12	02_04_20-U	02_04_20	Up	T16_IMG_4110	T16	4110	2109.424565	1831.91981	103.2273443	0.657684587	0.04770177	6098	282	43.92667432	6.290619008	29.17505624	6098	25761	0.236714413	9382	9194	28	3281	3.237673189	0.766403909	2.471269279	2.98E-05	1.15551288	1.179140944	3.161434978
185	T16-tgg12-U-Ctrl	298	CC_JAN292019-1AJ-7401.D	P12P13	P12	P1-A-10	P1	A	10	GSL_P12-A-10	T16	tgg12	U	Ctrl	Control	149.60651	0.000720028	964.34515	0.003413483	73.10324	0.000245848	96.58265	0.000400156	0	0	214.44652	0.000888483	1358.86304	0.001552649	360.50122	0.000355097	22.76484	8.55E-05	0	0	16.81965	0.005760222	0.027307865	0.001966787	0.000683829	0.003201248	0	0.007107865	0.012421193	0.002840773	0	69	tgg12	Ctrl-U	Ctrl	Up	T16_IMG_4110	T16	4110	2908	1862	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	18860	0.004718982	17028	1066	0	89	2.370347282	0.011185626	2.359161656	5.93E-07	0.133976151	2.140099338	0.313901345
186	T16-tgg12-U-KernB1	371	CC_JAN292019-1GK-8801.D	P12P13	P12	P1-G-11	P1	G	11	GSL_P12-G-11	T16	tgg12	U	KernB1	Treatment	93.09826	0.000448064	590.43549	0.002089959	55.68695	0.000187277	100.60332	0.000416814	0	0	192.29146	0.000796692	957.86169	0.001094461	245.46878	0.000241789	26.26052	9.86E-05	0	0	26.36752	0.003584514	0.01671967	0.001498215	0.000788835	0.003334514	0	0.006373532	0.008755691	0.00193431	0	68	tgg12	KernB1-U	KernB1	Up	T16_IMG_4110	T16	4110	3667.984615	1867.860355	43.50504552	0.817552856	-0.212320006	845	104	16.29096363	3.357260986	10.66971967	845	16813	0.050258728	12245	3503	2	585	2.113077882	0.106200607	2.006877275	6.32E-06	0.440261216	1.538966197	1.165919283
187	T17-Col0-D-01_04_03	403	CC_JAN292019-2BG-bb01.D	P12P13	P13	P2-B-07	P2	B	7	GSL_P13-B-7	T17	Col0	D	01_04_03	Treatment	112.95605	0.000543636	1156.42615	0.00409339	35.75125	0.000120233	23.86087	9.89E-05	19.43607	6.62E-05	117.78938	0.000488019	907.87921	0.001037351	301.91235	0.000297386	0	0	0	0	28.70086	0.004349089	0.032747122	0.00096186	0	0.000790872	0.000529803	0.003904148	0.008298808	0.002379089	0	8	Col0	01_04_03-D	01_04_03	Down	T17_IMG_4112	T17	4112	3202.600425	290.3639745	60.93638415	0.757569105	-0.06472553	1882	155	24.35791424	3.975720476	18.34829295	1882	15704	0.119842078	2580	10339	48	705	1.97369744	0.236532003	1.737165437	1.51E-05	1.299417845	0.324257476	1.737668161
188	T17-Col0-D-01_05_16	476	CC_JAN292019-2HH-bp01.D	P12P13	P13	P2-H-08	P2	H	8	GSL_P13-H-8	T17	Col0	D	01_05_16	Treatment	61.26308	0.000294848	714.07843	0.002527616	28.62167	9.63E-05	13.08436	5.42E-05	28.19176	9.61E-05	42.72476	0.000177015	858.96393	0.00098146	225.4478	0.000222068	0	0	0	0	31.83077	0.002358781	0.020220931	0.000770044	0	0.000433683	0.000768471	0.001416119	0.00785168	0.001776543	0	10	Col0	01_05_16-D	01_05_16	Down	T17_IMG_4112	T17	4112	3932.254428	268.31562	54.4725508	0.583706674	-0.13373337	1863	143	24.13613798	2.474521721	20.04283398	1863	13575	0.137237569	2211	8641	0	299	1.706122182	0.234144061	1.471978121	1.72E-05	1.086011181	0.277881116	1.603139013
189	T17-Col0-D-Ctrl	425	CC_JAN292019-2DE-ax01.D	P12P13	P13	P2-D-05	P2	D	5	GSL_P13-D-5	T17	Col0	D	Ctrl	Control	42.11494	0.000202691	776.2785	0.002747785	33.87203	0.000113913	19.29893	8.00E-05	41.22896	0.000140481	60.86842	0.000252187	581.3916	0.000664303	153.12843	0.000150833	0	0	0	0	13.95128	0.00162153	0.021982283	0.000911301	0	0.000639666	0.001123849	0.002017494	0.005314426	0.001206662	0	6	Col0	Ctrl-D	Ctrl	Down	T17_IMG_4112	T17	4112	2371	280	10.64229425	4.30E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	19175	0.00464146	5296	13359	0	2	2.409936858	0.011185626	2.398751232	5.83E-07	1.678975045	0.665607593	0.313901345
190	T17-Col0-D-EsparatoFresa	447	CC_JAN292019-2FC-aj01.D	P12P13	P13	P2-F-03	P2	F	3	GSL_P13-F-3	T17	Col0	D	EsparatoFresa	Treatment	153.52071	0.000738866	1548.33179	0.005480615	54.96044	0.000184834	31.47297	0.000130397	38.76743	0.000132094	125.46107	0.000519803	1364.73682	0.001559361	296.43842	0.000291994	0	0	0	0	13.09434	0.005910929	0.043844919	0.001478669	0	0.001043177	0.001056751	0.004158428	0.012474885	0.002335954	0	4	Col0	EsparatoFresa-D	EsparatoFresa	Down	T17_IMG_4112	T17	4112	1572.340611	314.2886463	66.01383269	0.73582341	0.177424255	2290	165	26.77081374	4.068130303	20.88898287	2290	22108	0.103582414	3522	15270	55	1054	2.778559794	0.28780993	2.490749864	1.30E-05	1.919151803	0.442649158	1.849775785
191	T17-Col0-D-KernB1	469	CC_JAN292019-2HA-a501.D	P12P13	P13	P2-H-01	P2	H	1	GSL_P13-H-1	T17	Col0	D	KernB1	Treatment	115.62958	0.000556503	982.85492	0.003479002	63.39684	0.000213205	77.36518	0.000320535	0	0	112.72774	0.000467047	1412.13574	0.001613519	316.89478	0.000312144	20.67604	7.76E-05	0	0	21.04384	0.004452026	0.027832015	0.001705644	0.000621084	0.002564282	0	0.00373638	0.012908152	0.002497152	0	2	Col0	KernB1-D	KernB1	Down	T17_IMG_4112	T17	4112	804.5755194	362.8775969	51.90893205	0.521518413	0.51403835	1781	146	23.32755656	2.076471657	18.31646315	1781	19270	0.092423456	4305	11927	1	794	2.421876571	0.223838203	2.198038368	1.16E-05	1.498999578	0.541057532	1.6367713
192	T17-Col0-U-01_04_03	414	CC_JAN292019-2CF-b401.D	P12P13	P13	P2-C-06	P2	C	6	GSL_P13-C-6	T17	Col0	U	01_04_03	Treatment	28.57132	0.000137508	370.45633	0.001311301	26.86691	9.04E-05	12.27922	5.09E-05	0	0	31.08327	0.000128783	481.77798	0.000550484	318.19748	0.000313427	0	0	0	0	31.90766	0.001100067	0.010490405	0.000722834	0	0.000406997	0	0.00103026	0.004403871	0.002507417	0	7	Col0	01_04_03-U	01_04_03	Up	T17_IMG_4112	T17	4112	2835.965688	320.4487585	61.33921985	0.649472268	-0.761878	2215	163	26.32105249	3.030458363	21.870368	2215	17053	0.129889169	7016	7080	0	746	2.143241368	0.27838384	1.864857528	1.63E-05	0.88982284	0.881779243	1.82735426
193	T17-Col0-U-01_05_16	392	CC_JAN292019-2AH-bi01.D	P12P13	P13	P2-A-08	P2	A	8	GSL_P13-A-8	T17	Col0	U	01_05_16	Treatment	25.47321	0.000122598	275.97522	0.000976867	25.34752	8.52E-05	16.21041	6.72E-05	0	0	22.92232	9.50E-05	451.74435	0.000516167	170.72374	0.000168164	0	0	0	0	30.38422	0.000980782	0.007814934	0.000681956	0	0.000537297	0	0.000759764	0.004129337	0.001345314	0	9	Col0	01_05_16-U	01_05_16	Up	T17_IMG_4112	T17	4112	3551.740741	270.0740741	51.09255764	0.578090968	-0.881810043	1647	139	22.56222103	2.16773927	18.93634648	1647	13707	0.120157584	6023	5792	0	806	1.7227121	0.206996923	1.515715176	1.51E-05	0.727945464	0.75697782	1.558295964
194	T17-Col0-U-Ctrl	436	CC_JAN292019-2ED-aq01.D	P12P13	P13	P2-E-04	P2	E	4	GSL_P13-E-4	T17	Col0	U	Ctrl	Control	123.28139	0.00059333	1077.43982	0.003813803	38.33132	0.000128909	18.25855	7.56E-05	47.85872	0.000163071	74.56445	0.000308931	863.87085	0.000987067	230.76743	0.000227308	0	0	0	0	0	0.00474664	0.030510425	0.001031275	0	0.000605183	0.001304568	0.002471451	0.007896533	0.001818462	0	5	Col0	Ctrl-U	Ctrl	Up	T17_IMG_4112	T17	4112	2057	335	10.64229425	4.30E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	18196	0.004891185	16260	1329	0	89	2.286894971	0.011185626	2.275709345	6.15E-07	0.167030304	2.043576183	0.313901345
195	T17-Col0-U-EsparatoFresa	458	CC_JAN292019-2GB-ac01.D	P12P13	P13	P2-G-02	P2	G	2	GSL_P13-G-2	T17	Col0	U	EsparatoFresa	Treatment	107.97148	0.000519646	1155.95605	0.004091726	53.83902	0.000181062	25.91286	0.000107361	38.22446	0.000130244	81.43301	0.000337389	1107.07312	0.001264952	460.4534	0.00045355	0	0	0	0	0	0.00415717	0.03273381	0.001448498	0	0.000858886	0.00104195	0.002699111	0.010119614	0.003628403	0	3	Col0	EsparatoFresa-U	EsparatoFresa	Up	T17_IMG_4112	T17	4112	1251.244444	308.7355556	36.96607214	0.517775761	0.908811438	900	103	16.53332602	1.662056146	13.10055587	900	21706	0.04146319	15859	4613	15	614	2.728035955	0.113113073	2.614922882	5.21E-06	0.579767339	1.993178025	1.15470852
196	T17-Cyp79-D-01_04_03	439	CC_JAN292019-2EG-be01.D	P12P13	P13	P2-E-07	P2	E	7	GSL_P13-E-7	T17	Cyp79	D	01_04_03	Treatment	0	0	66.64219	0.000235893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001887142	0	0	0	0	0	0	0	0	34	Cyp79	01_04_03-D	01_04_03	Down	T17_IMG_4112	T17	4112	3278.065691	1120.714971	133.507392	0.810959358	0.008583126	8129	321	51.25996602	9.92258298	37.58999966	8129	11650	0.69776824	588	650	184	4836	1.464185888	1.02166241	0.442523477	8.77E-05	0.081692775	0.073900541	3.598654709
197	T17-Cyp79-D-01_05_16	417	CC_JAN292019-2CI-bs01.D	P12P13	P13	P2-C-09	P2	C	9	GSL_P13-C-9	T17	Cyp79	D	01_05_16	Treatment	0	0	47.37711	0.0001677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001341602	0	0	0	0	0	0	0	0	31	Cyp79	01_05_16-D	01_05_16	Down	T17_IMG_4112	T17	4112	4073.53195	1092.489211	109.7628042	0.641760357	0.086054309	7183	290	47.77718411	5.328522507	40.08696507	7183	10259	0.700165708	478	659	659	4118	1.289363349	0.902768003	0.386595347	8.80E-05	0.082823906	0.06007561	3.251121076
198	T17-Cyp79-D-Ctrl	461	CC_JAN292019-2GE-b001.D	P12P13	P13	P2-G-05	P2	G	5	GSL_P13-G-5	T17	Cyp79	D	Ctrl	Control	50.1236	0.000241235	668.56006	0.002366495	23.58992	7.93E-05	16.56485	6.86E-05	57.33916	0.000195374	171.52472	0.000710652	0	0	0	0	0	0	0	0	0	0.001929883	0.018931964	0.000634669	0	0.000549045	0.001562992	0.005685215	0	0	0	36	Cyp79	Ctrl-D	Ctrl	Down	T17_IMG_4112	T17	4112	2532	1159	10.64229425	5.74E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	10824	0.008222469	2180	8294	0	0	1.360373223	0.011185626	1.349187597	1.03E-06	1.042399807	0.273984999	0.313901345
199	T17-Cyp79-D-EsparatoFresa	388	CC_JAN292019-2AD-am01.D	P12P13	P13	P2-A-04	P2	A	4	GSL_P13-A-4	T17	Cyp79	D	EsparatoFresa	Treatment	0	0	91.8129	0.000324989	0	0	0	0	0	0	15.47098	6.41E-05	0	0	0	0	0	0	0	0	0	0	0.002599914	0	0	0	0	0.000512788	0	0	0	37	Cyp79	EsparatoFresa-D	EsparatoFresa	Down	T17_IMG_4112	T17	4112	1745.646139	1150.233943	165.3698856	0.782354657	-0.134358667	13234	404	65.78324556	11.77451034	50.9969885	13234	17295	0.765192252	815	810	510	8391	2.173656217	1.663264896	0.510391321	9.62E-05	0.101801766	0.102430172	4.529147982
200	T17-Cyp79-D-KernB1	410	CC_JAN292019-2CB-a801.D	P12P13	P13	P2-C-02	P2	C	2	GSL_P13-C-2	T17	Cyp79	D	KernB1	Treatment	0	0	24.59536	8.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069648	0	0	0	0	0	0	0	0	39	Cyp79	KernB1-D	KernB1	Down	T17_IMG_4112	T17	4112	857.3094863	1206.47463	124.853329	0.623729514	0.25599989	9519	325	54.89929154	5.414797285	45.39518855	9519	13735	0.69304696	620	1387	1053	5029	1.726231173	1.196359267	0.529871906	8.71E-05	0.174319813	0.077922339	3.643497758
201	T17-Cyp79-U-01_04_03	450	CC_JAN292019-2FF-b701.D	P12P13	P13	P2-F-06	P2	F	6	GSL_P13-F-6	T17	Cyp79	U	01_04_03	Treatment	0	0	37.00905	0.000131001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001048005	0	0	0	0	0	0	0	0	33	Cyp79	01_04_03-U	01_04_03	Up	T17_IMG_4112	T17	4112	2934.593542	1119.290736	141.4982694	0.794786518	0.198317326	9445	347	55.84196065	10.62845811	40.91084086	9445	15404	0.613152428	1627	3146	8	6817	1.935993083	1.187058859	0.748934223	7.71E-05	0.39539303	0.204483299	3.890134529
202	T17-Cyp79-U-01_05_16	428	CC_JAN292019-2DH-bl01.D	P12P13	P13	P2-D-08	P2	D	8	GSL_P13-D-8	T17	Cyp79	U	01_05_16	Treatment	0	0	165.18631	0.000584708	0	0	0	0	0	0	19.72788	8.17E-05	0	0	0	0	0	0	0	0	0	0	0.004677667	0	0	0	0	0.000653884	0	0	0	32	Cyp79	01_05_16-U	01_05_16	Up	T17_IMG_4112	T17	4112	3655.415319	1095.022528	125.9285923	0.786948335	-0.145611364	7546	316	49.60068912	9.135378081	36.69990411	7546	11182	0.674834556	749	1013	427	3656	1.40536709	0.948390275	0.456976814	8.48E-05	0.127315048	0.094135213	3.542600897
203	T17-Cyp79-U-Ctrl	472	CC_JAN292019-2HD-at01.D	P12P13	P13	P2-H-04	P2	H	4	GSL_P13-H-4	T17	Cyp79	U	Ctrl	Control	42.78297	0.000205906	529.82446	0.001875414	27.28804	9.18E-05	18.62135	7.72E-05	25.22488	8.59E-05	72.57466	0.000300687	0	0	0	0	0	0	0	0	14.93834	0.001647251	0.015003316	0.000734164	0	0.000617208	0.000687598	0.002405499	0	0	0	35	Cyp79	Ctrl-U	Ctrl	Up	T17_IMG_4112	T17	4112	2205	1166	10.64229425	5.74E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	14645	0.006077159	14239	301	0	89	1.840601058	0.011185626	1.829415432	7.64E-07	0.037830039	1.789574494	0.313901345
204	T17-Cyp79-U-EsparatoFresa	399	CC_JAN292019-2BC-af01.D	P12P13	P13	P2-B-03	P2	B	3	GSL_P13-B-3	T17	Cyp79	U	EsparatoFresa	Treatment	18.4988	8.90E-05	237.99992	0.000842446	0	0	0	0	0	0	45.26606	0.000187544	0	0	0	0	0	0	0	0	0	0.00071225	0.006739568	0	0	0	0	0.001500351	0	0	0	38	Cyp79	EsparatoFresa-U	EsparatoFresa	Up	T17_IMG_4112	T17	4112	1282.535696	1178.444201	127.160875	0.785672782	-0.148273838	7760	310	50.48189319	9.288878702	36.96133593	7760	13014	0.596280928	2309	2020	111	3680	1.635615033	0.97528605	0.660328983	7.49E-05	0.253876008	0.290197872	3.475336323
205	T17-MYB28-D-01_04_03	463	CC_JAN292019-2GG-bg01.D	P12P13	P13	P2-G-07	P2	G	7	GSL_P13-G-7	T17	MYB28	D	01_04_03	Treatment	206.92882	0.000995909	3747.08545	0.013263522	320.9035	0.001079208	57.5036	0.000238246	0	0	21.22721	8.79E-05	237.76805	0.000271676	219.4792	0.000216189	28.6122	0.000107435	0	0	0	0.007967274	0.106108173	0.008633665	0.000859477	0.001905966	0	0.000703579	0.002173407	0.00172951	0	56	MYB28	01_04_03-D	01_04_03	Down	T17_IMG_4112	T17	4112	3368.794239	1630.949246	46.36153608	0.492708855	-0.563753665	1458	128	21.13471524	1.438271065	18.23793781	1458	15521	0.093937246	2405	11427	56	670	1.950697782	0.183243178	1.767454604	1.18E-05	1.436158982	0.302263267	1.434977578
206	T17-MYB28-D-01_05_16	441	CC_JAN292019-2EI-bu01.D	P12P13	P13	P2-E-09	P2	E	9	GSL_P13-E-9	T17	MYB28	D	01_05_16	Treatment	292.41098	0.001407319	4290.78418	0.015188047	285.0275	0.000958556	38.66367	0.000160189	0	0	71.58941	0.000296605	532.43427	0.000608364	275.06891	0.000270945	28.65114	0.000107581	0	0	0	0.011258549	0.121504373	0.007668448	0.000860647	0.001281514	0	0.002372843	0.004866914	0.002167561	0	53	MYB28	01_05_16-D	01_05_16	Down	T17_IMG_4112	T17	4112	4047.632203	1608.922034	29.78507956	0.495065134	-0.319817664	590	83	13.31816436	1.346163546	10.69207023	590	12140	0.048599671	3471	7854	0	284	1.525769672	0.074151903	1.451617768	6.11E-06	0.987100082	0.436239418	0.930493274
207	T17-MYB28-D-Ctrl	390	CC_JAN292019-2AF-b201.D	P12P13	P13	P2-A-06	P2	A	6	GSL_P13-A-6	T17	MYB28	D	Ctrl	Control	390.34662	0.001878664	6338.58643	0.022436632	366.0899	0.001231171	62.08534	0.000257229	0	0	193.6077	0.000802145	339.22574	0.000387602	234.48135	0.000230966	43.81978	0.000164537	0	0	0	0.015029315	0.179493058	0.009849371	0.001316295	0.002057829	0	0.006417159	0.003100819	0.001847728	0	54	MYB28	Ctrl-D	Ctrl	Down	T17_IMG_4112	T17	4112	2608	1620	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	15481	0.005748983	5538	9685	0	31	1.945670534	0.011185626	1.934484908	7.23E-07	1.217222345	0.696022442	0.313901345
208	T17-MYB28-D-EsparatoFresa	412	CC_JAN292019-2CD-ao01.D	P12P13	P13	P2-C-04	P2	C	4	GSL_P13-C-4	T17	MYB28	D	EsparatoFresa	Treatment	333.19501	0.001603604	5479.73145	0.019396552	406.4314	0.001366841	81.27437	0.000336732	0	0	65.33027	0.000270673	392.43411	0.000448399	318.19159	0.000313421	39.79078	0.000149409	0	0	0	0.012828836	0.155172413	0.010934728	0.001195268	0.002693852	0	0.002165383	0.00358719	0.002507371	0	57	MYB28	EsparatoFresa-D	EsparatoFresa	Down	T17_IMG_4112	T17	4112	1774.013739	1686.00736	56.84515459	0.578617122	-0.334526467	2038	157	25.17303922	2.471524387	20.19442396	2038	20942	0.097316398	4774	13884	25	1378	2.632015524	0.256138269	2.375877255	1.22E-05	1.744957671	0.600002011	1.760089686
209	T17-MYB28-D-KernB1	434	CC_JAN292019-2EB-aa01.D	P12P13	P13	P2-E-02	P2	E	2	GSL_P13-E-2	T17	MYB28	D	KernB1	Treatment	191.8266	0.000923225	3219.42798	0.011395778	272.6694	0.000916995	52.31256	0.000216739	0	0	15.96963	6.62E-05	160.32324	0.000183187	284.79752	0.000280528	27.3653	0.000102753	0	0	9.82778	0.007385801	0.091166221	0.007335963	0.000822021	0.001733908	0	0.000529316	0.001465494	0.002244223	0	59	MYB28	KernB1-D	KernB1	Down	T17_IMG_4112	T17	4112	872.3055163	1688.986327	59.93526874	0.645422594	0.102475013	2121	166	25.69938758	3.00097944	19.66740157	2121	16986	0.124867538	3131	11440	47	1073	2.134820728	0.266569808	1.86825092	1.57E-05	1.437792837	0.393507812	1.860986547
210	T17-MYB28-U-01_04_03	474	CC_JAN292019-2HF-b901.D	P12P13	P13	P2-H-06	P2	H	6	GSL_P13-H-6	T17	MYB28	U	01_04_03	Treatment	184.57413	0.00088832	2700.89185	0.00956032	189.5545	0.000637477	25.56701	0.000105928	0	0	26.77482	0.000110932	355.31317	0.000405984	382.87421	0.000377134	20.78628	7.80E-05	0	0	27.93429	0.007106563	0.076482563	0.00509982	0.000624395	0.000847423	0	0.000887456	0.003247872	0.003017074	0	51	MYB28	01_04_03-U	01_04_03	Up	T17_IMG_4112	T17	4112	2939.774749	1590.596844	63.85812386	0.734615706	0.124098012	2091	163	25.69023772	4.380902872	16.75473713	2091	18803	0.111205659	12569	3756	238	1509	2.363183454	0.262799373	2.100384082	1.40E-05	0.472058557	1.579686903	1.82735426
